OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
f2_seq6540,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,metagenome
f2_seq6541,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured crenarchaeote,
f2_seq6542,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,uncultured bacterium,
f2_seq6543,Bacteria,Elusimicrobiota,Lineage IIa,uncultured bacterium,,,
f2_seq6544,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
f2_seq6545,Bacteria,Bacteroidota,Ignavibacteria,SJA-28,uncultured bacterium,,
f2_seq6546,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,uncultured bacterium
f2_seq6547,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,uncultured bacterium
f2_seq6548,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured archaeon,
f2_seq6549,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Embleya scabrispora
f2_seq6550,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Candidatus Obscuribacter,uncultured bacterium
f2_seq6551,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,uncultured Bacteroidetes bacterium
f2_seq6552,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,metagenome
f2_seq6553,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,uncultured Bacteroidetes bacterium
f2_seq6554,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured Bacteroidetes bacterium
f2_seq6555,ML_predicted_Phylum: Proteobacteria,,,,,,
f2_seq6556,Unclassified,,,,,,
f2_seq6557,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,uncultured Myxococcales bacterium
f2_seq6558,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,uncultured bacterium
f2_seq6559,Bacteria,Chloroflexi,Dehalococcoidia,S085,uncultured bacterium,,
f2_seq6560,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium fortuitum
f2_seq6561,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp.
f2_seq6562,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,uncultured bacterium
f2_seq6563,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,actinobacterium H531
f2_seq6564,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Blattabacteriaceae,Candidatus Brownia,Candidatus Brownia rhizoecola
f2_seq6565,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,uncultured soil bacterium
f2_seq6566,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,uncultured bacterium
f2_seq6567,Unclassified,,,,,,
f2_seq6568,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,uncultured bacterium
f2_seq6569,ML_predicted_Phylum: Chloroflexi,,,,,,
f2_seq6570,Unclassified,,,,,,
f2_seq6571,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured Bacteroidetes bacterium
f2_seq6572,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium
f2_seq6573,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lechevalieria,Lentzea albida
f2_seq6574,ML_predicted_Phylum: Patescibacteria,,,,,,
f2_seq6575,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured bacterium,
f2_seq6576,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,metagenome,
f2_seq6577,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,Agromyces ramosus
f2_seq6578,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
f2_seq6579,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,uncultured,metagenome
f2_seq6580,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured bacterium
f2_seq6581,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,uncultured,uncultured bacterium
f2_seq6582,ML_predicted_Phylum: Chloroflexi,,,,,,
f2_seq6583,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,uncultured bacterium,,
f2_seq6584,Unclassified,,,,,,
f2_seq6585,ML_predicted_Phylum: Proteobacteria,,,,,,
f2_seq6586,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured,uncultured bacterium
f2_seq6587,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,uncultured bacterium
f2_seq6588,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured,uncultured bacterium
f2_seq6589,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured bacterium
f2_seq6590,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Hassallia,uncultured bacterium
f2_seq6591,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,uncultured bacterium
f2_seq6592,Bacteria,Planctomycetota,OM190,uncultured bacterium,,,
f2_seq6593,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,uncultured bacterium
f2_seq6594,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,uncultured bacterium
f2_seq6595,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,uncultured bacterium
f2_seq6596,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Asanoa,Asanoa hainanensis
f2_seq6597,ML_predicted_Phylum: Proteobacteria,,,,,,
f2_seq6598,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq6599,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia endophytica
f2_seq6600,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,metagenome
f2_seq6601,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,uncultured bacterium
f2_seq6602,Unclassified,,,,,,
f2_seq6603,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga sp. BHS5
f2_seq6604,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,Taibaiella sp.
f2_seq6605,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,uncultured bacterium,,
f2_seq6606,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uncultured bacterium
f2_seq6607,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium
f2_seq6608,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,metagenome
f2_seq6609,Unclassified,,,,,,
f2_seq6610,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
f2_seq6611,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,uncultured gamma proteobacterium,,
f2_seq6612,ML_predicted_Phylum: Chloroflexi,,,,,,
f2_seq6613,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured crenarchaeote,
f2_seq6614,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,uncultured bacterium
f2_seq6615,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,metagenome
f2_seq6616,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium
f2_seq6617,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured soil bacterium
f2_seq6618,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter kyungheensis
f2_seq6619,ML_predicted_Phylum: Proteobacteria,,,,,,
f2_seq6620,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium
f2_seq6621,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured bacterium
f2_seq6622,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,
f2_seq6623,ML_predicted_Phylum: Proteobacteria,,,,,,
f2_seq6624,Bacteria,Chloroflexi,KD4-96,uncultured bacterium,,,
f2_seq6625,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,metagenome
f2_seq6626,Bacteria,Chloroflexi,TK10,uncultured bacterium,,,
f2_seq6627,ML_predicted_Phylum: Cyanobacteria,,,,,,
f2_seq6628,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes,uncultured soil bacterium
f2_seq6629,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured archaeon,
f2_seq6630,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured Chloroflexi bacterium,
f2_seq6631,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured bacterium,
f2_seq6632,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Athetis lepigone,,
f2_seq6633,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured,uncultured Verrucomicrobia bacterium
f2_seq6634,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium
f2_seq6635,Bacteria,Acidobacteriota,Subgroup 25,uncultured bacterium,,,
f2_seq6636,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq6637,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,uncultured eukaryote,,
f2_seq6638,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,YM_S32_TM7_50_20,uncultured bacterium,
f2_seq6639,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured bacterium
f2_seq6640,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,metagenome
f2_seq6641,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured bacterium
f2_seq6642,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured bacterium,
f2_seq6643,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq6644,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,,
f2_seq6645,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,uncultured bacterium,,
f2_seq6646,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,uncultured bacterium
f2_seq6647,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,uncultured bacterium
f2_seq6648,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,uncultured bacterium
f2_seq6649,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,uncultured bacterium
f2_seq6650,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Salinibacterium,Salinibacterium amurskyense
f2_seq6651,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,metagenome,,
f2_seq6652,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,uncultured bacterium
f2_seq6653,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter humi
f2_seq6654,Unclassified,,,,,,
f2_seq6655,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,uncultured bacterium
f2_seq6656,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured,metagenome
f2_seq6657,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured,uncultured bacterium
f2_seq6658,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,uncultured bacterium,
f2_seq6659,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter puniceus
f2_seq6660,Unclassified,,,,,,
f2_seq6661,Unclassified,,,,,,
f2_seq6662,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured bacterium
f2_seq6663,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,uncultured bacterium,
f2_seq6664,ML_predicted_Phylum: Proteobacteria,,,,,,
f2_seq6665,Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,metagenome,
f2_seq6666,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,uncultured Acidobacteria bacterium
f2_seq6667,Unclassified,,,,,,
f2_seq6668,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,metagenome
f2_seq6669,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,Singulisphaera sp. Io4-3
f2_seq6670,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium
f2_seq6671,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp. JR008
f2_seq6672,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured crenarchaeote,
f2_seq6673,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,uncultured bacterium
f2_seq6674,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,uncultured bacterium
f2_seq6675,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured Acidobacteria bacterium
f2_seq6676,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq6677,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
f2_seq6678,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,uncultured bacterium
f2_seq6679,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrososphaera,uncultured archaeon
f2_seq6680,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,uncultured bacterium,
f2_seq6681,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,bacterium enrichment culture clone KIST-JJY169
f2_seq6682,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,bacterium Ellin511
f2_seq6683,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,uncultured,uncultured bacterium
f2_seq6684,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,uncultured bacterium
f2_seq6685,Unclassified,,,,,,
f2_seq6686,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq6687,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured crenarchaeote,
f2_seq6688,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,uncultured bacterium,
f2_seq6689,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,uncultured bacterium
f2_seq6690,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq6691,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured Sphingobacteriales bacterium
f2_seq6692,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. Bzb3
f2_seq6693,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured Acidobacteria bacterium
f2_seq6694,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,uncultured bacterium,
f2_seq6695,Unclassified,,,,,,
f2_seq6696,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Phaseolus acutifolius (tepary bean),,
f2_seq6697,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq6698,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured,uncultured bacterium
f2_seq6699,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultivated soil bacterium clone S023
f2_seq6700,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,uncultured bacterium,
f2_seq6701,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,metagenome
f2_seq6702,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,Marmoricola scoriae
f2_seq6703,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium
f2_seq6704,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium
f2_seq6705,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured Bacteroidetes bacterium
f2_seq6706,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,Agromyces iriomotensis
f2_seq6707,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,uncultured bacterium
f2_seq6708,Unclassified,,,,,,
f2_seq6709,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,uncultured bacterium
f2_seq6710,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,uncultured Acidobacteria bacterium,
f2_seq6711,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,uncultured bacterium
f2_seq6712,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin517,uncultured soil bacterium
f2_seq6713,ML_predicted_Phylum: Proteobacteria,,,,,,
f2_seq6714,Unclassified,,,,,,
f2_seq6715,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,uncultured bacterium
f2_seq6716,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,uncultured bacterium,
f2_seq6717,Unclassified,,,,,,
f2_seq6718,ML_predicted_Phylum: Patescibacteria,,,,,,
f2_seq6719,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
f2_seq6720,Unclassified,,,,,,
f2_seq6721,Unclassified,,,,,,
f2_seq6722,Unclassified,,,,,,
f2_seq6723,ML_predicted_Phylum: Proteobacteria,,,,,,
f2_seq6724,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured bacterium
f2_seq6725,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured bacterium,
f2_seq6726,ML_predicted_Phylum: Planctomycetota,,,,,,
f2_seq6727,Bacteria,Acidobacteriota,Blastocatellia,11-24,uncultured Acidobacteria bacterium,,
f2_seq6728,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,metagenome
f2_seq6729,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,uncultured bacterium,
f2_seq6730,ML_predicted_Phylum: Planctomycetota,,,,,,
f2_seq6731,Unclassified,,,,,,
f2_seq6732,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium,
f2_seq6733,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,uncultured bacterium,,
f2_seq6734,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq6735,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,Taibaiella smilacinae
f2_seq6736,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,metagenome,
f2_seq6737,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,uncultured Chitinophagaceae bacterium
f2_seq6738,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
f2_seq6739,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq6740,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,Candidatus Fluviicola riflensis
f2_seq6741,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides hungaricus
f2_seq6742,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured bacterium
f2_seq6743,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,uncultured bacterium
f2_seq6744,ML_predicted_Phylum: Proteobacteria,,,,,,
f2_seq6745,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,uncultured bacterium
f2_seq6746,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,uncultured bacterium,,
f2_seq6747,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,uncultured Acidobacteria bacterium,
f2_seq6748,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Rhizobium leguminosarum
f2_seq6749,ML_predicted_Phylum: Actinobacteriota,,,,,,
f2_seq6750,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured soil bacterium
f2_seq6751,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,uncultured bacterium
f2_seq6752,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,uncultured bacterium
f2_seq6753,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,uncultured bacterium
f2_seq6754,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,metagenome
f2_seq6755,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,uncultured organism
f2_seq6756,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Micromonosporaceae bacterium 231802
f2_seq6757,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,Oligoflexus,uncultured bacterium
f2_seq6758,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured bacterium
f2_seq6759,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Rickettsiella,Candidatus Rickettsiella viridis
f2_seq6760,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter,metagenome
f2_seq6761,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
f2_seq6762,Bacteria,Myxococcota,Polyangia,mle1-27,uncultured bacterium,,
f2_seq6763,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured bacterium
f2_seq6764,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,uncultured bacterium,
f2_seq6765,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,metagenome
f2_seq6766,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
f2_seq6767,Unclassified,,,,,,
f2_seq6768,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,metagenome
f2_seq6769,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,uncultured bacterium
f2_seq6770,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium,Dactylosporangium aurantiacum
f2_seq6771,Unclassified,,,,,,
f2_seq6772,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,uncultured bacterium
f2_seq6773,Unclassified,,,,,,
f2_seq6774,Unclassified,,,,,,
f2_seq6775,Unclassified,,,,,,
f2_seq6776,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,,
f2_seq6777,Unclassified,,,,,,
f2_seq6778,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uncultured bacterium
f2_seq6779,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter terrae
f2_seq6780,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Flindersiella,Flindersiella endophytica
f2_seq6781,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Homoserinibacter,Leifsonia sp. FZ113
f2_seq6782,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,uncultured bacterium
f2_seq6783,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
f2_seq6784,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,uncultured bacterium,
f2_seq6785,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,uncultured bacterium
f2_seq6786,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured bacterium,
f2_seq6787,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,uncultured Acidobacteria bacterium,
f2_seq6788,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
